ARA homolog	Log FC
AT5G14600	1.12
AT5G14680	-1.28
AT5G14740	-1.34
AT5G14740	-1.37
AT5G14740	-1.59
AT5G14895	3.22
AT5G14910	-1.12
AT5G14910	-1.38
AT5G14920	-1.31
AT5G14920	-1.74
AT5G15050	-1.18
AT5G15050	-1.76
AT5G15150	-1.04
AT5G15210	-1.35
AT5G15350	-2.64
AT5G15350	-2.75
AT5G15500	3.06
AT5G15700	1.11
AT5G15720	-1.73
AT5G15720	-3.27
AT5G15740	1.12
AT5G15900	-1.64
AT5G16080	4.42
AT5G16120	-1.21
AT5G16150	-1.08
AT5G16370	2.11
AT5G16730	-1.08
AT5G16750	1.47
AT5G16920	-1.49
AT5G16930	2.00
AT5G16970	1.02
AT5G16970	-1.55
AT5G16990	-1.09
AT5G17160	-1.19
AT5G17160	-2.25
AT5G17165	-2.42
AT5G17230	1.78
AT5G17300	-1.14
AT5G17310	-1.10
AT5G17330	1.22
AT5G17540	2.12
AT5G17540	1.26
AT5G17540	-1.14
AT5G17760	1.78
AT5G17820	-3.58
AT5G17920	-1.20
AT5G17920	-1.28
AT5G18440	1.59
AT5G18460	-1.68
AT5G18700	-2.45
AT5G18840	1.19
AT5G18980	2.01
AT5G18980	1.26
AT5G19090	-1.05
AT5G19220	-1.08
AT5G19440	1.90
AT5G19440	1.83
AT5G19440	1.19
AT5G19440	1.19
AT5G19440	-1.07
AT5G19440	-1.20
AT5G19530	-1.12
AT5G19600	2.47
AT5G19670	-1.16
AT5G19730	-1.43
AT5G19730	-2.49
AT5G19730	-2.79
AT5G20060	-1.71
AT5G20230	2.05
AT5G20230	1.86
AT5G20400	-1.49
AT5G20400	-1.53
AT5G20400	-1.63
AT5G20400	-1.63
AT5G20480	1.89
AT5G20510	3.30
AT5G20630	5.35
AT5G20630	5.24
AT5G20630	5.21
AT5G20630	4.21
AT5G20630	4.00
AT5G20630	3.49
AT5G20630	3.37
AT5G20630	3.33
AT5G20630	2.81
AT5G20630	1.89
AT5G20630	1.88
AT5G20630	1.62
AT5G20630	1.52
AT5G20630	1.22
AT5G20630	1.20
AT5G20630	1.00
AT5G20630	-1.22
AT5G20630	-2.00
AT5G20720	-1.00
AT5G20720	-1.13
AT5G20850	-1.01
AT5G20950	-3.03
AT5G20950	-3.07
AT5G21430	-1.12
AT5G22050	-1.15
AT5G22060	1.04
AT5G22060	1.00
AT5G22100	1.28
AT5G22250	2.21
AT5G22380	2.92
AT5G22400	1.03
AT5G22400	-1.01
AT5G22500	-1.25
AT5G22740	-1.74
AT5G22850	1.08
AT5G22850	1.00
AT5G23060	-1.51
AT5G23090	1.28
AT5G23420	-2.21
AT5G23430	-1.17
AT5G23520	1.21
AT5G23760	2.33
AT5G23850	2.24
AT5G23850	1.48
AT5G23910	-2.02
AT5G23950	2.63
AT5G23960	2.25
AT5G23960	-1.35
AT5G23960	-1.45
AT5G23960	-1.69
AT5G23960	-2.22
AT5G23960	-2.32
AT5G24030	3.17
AT5G24030	1.79
AT5G24030	1.79
AT5G24030	1.57
AT5G24030	-1.69
AT5G24090	5.36
AT5G24090	2.79
AT5G24090	2.68
AT5G24280	3.13
AT5G24530	3.00
AT5G24530	-1.30
AT5G24580	-1.22
AT5G24630	1.16
AT5G24810	1.37
AT5G25090	-3.48
AT5G25090	-3.65
AT5G25250	1.00
AT5G25460	-1.91
AT5G25510	-1.00
AT5G25590	-1.32
AT5G25830	-1.77
AT5G25910	2.21
AT5G25930	3.69
AT5G25930	3.05
AT5G25930	1.82
AT5G25930	1.61
AT5G25940	1.50
AT5G26030	2.35
AT5G26030	2.11
AT5G26130	-1.60
AT5G26170	4.09
AT5G26170	1.04
AT5G26330	-1.08
AT5G26340	1.23
AT5G26340	1.16
AT5G26340	1.06
AT5G26667	-1.01
AT5G26731	-2.37
AT5G26860	1.13
AT5G26920	4.76
AT5G27030	1.04
AT5G27100	3.28
AT5G27390	-1.47
AT5G27450	-1.28
AT5G27550	-3.06
AT5G27670	-1.34
AT5G27690	1.12
AT5G27690	-1.46
AT5G27690	-1.61
AT5G27700	1.27
AT5G27700	1.09
AT5G27850	1.08
AT5G27950	-1.10
AT5G28010	-1.41
AT5G28010	-2.78
AT5G28060	1.23
AT5G28237	-1.63
AT5G28830	1.66
AT5G30495	1.04
AT5G32470	-1.16
AT5G32470	-1.19
AT5G32470	-1.52
AT5G33340	4.37
AT5G34850	-2.57
AT5G34850	-2.69
AT5G34930	1.33
AT5G34940	1.69
AT5G34940	-1.45
AT5G35170	-1.27
AT5G35200	1.05
AT5G35460	-1.42
AT5G35520	-1.29
AT5G35690	1.06
AT5G35810	1.22
AT5G35910	1.27
AT5G36160	-1.29
AT5G36220	1.06
AT5G36700	-1.12
AT5G36800	-4.07
AT5G36950	1.20
AT5G37010	-1.52
AT5G37010	-2.18
AT5G37020	-1.00
AT5G37020	-1.40
AT5G37490	1.51
AT5G37630	-1.52
AT5G37630	-1.63
AT5G37710	1.27
AT5G37710	1.07
AT5G37820	-2.09
AT5G38200	1.97
AT5G38200	1.70
AT5G38200	1.09
AT5G38210	2.06
AT5G38210	2.04
AT5G38210	1.96
AT5G38260	1.12
AT5G38260	1.12
AT5G38280	1.77
AT5G38430	-1.05
AT5G38520	-1.00
AT5G38690	-1.01
AT5G38710	1.79
AT5G38970	-1.06
AT5G38990	1.75
AT5G38990	1.63
AT5G39020	1.55
AT5G39150	4.18
AT5G39210	-1.46
AT5G39450	1.00
AT5G39450	1.00
AT5G39660	-1.27
AT5G39785	1.26
AT5G39785	1.26
AT5G39830	-1.28
AT5G39850	1.01
AT5G40010	3.47
AT5G40010	2.61
AT5G40010	2.11
AT5G40010	1.66
AT5G40020	-1.34
AT5G40390	-1.50
AT5G40650	3.07
AT5G40780	2.59
AT5G40780	1.26
AT5G41040	-1.93
AT5G41210	1.96
AT5G41560	2.71
AT5G41590	1.84
AT5G41610	1.13
AT5G41761	2.01
AT5G41761	-2.77
AT5G41790	1.03
AT5G41790	1.01
AT5G41980	3.07
AT5G42050	1.90
AT5G42150	1.07
AT5G42650	1.32
AT5G42650	-2.04
AT5G42700	-2.08
AT5G42760	-1.07
AT5G42830	3.52
AT5G42830	2.44
AT5G43020	-1.18
AT5G43180	1.29
AT5G43700	-1.81
AT5G43730	1.66
AT5G43740	1.04
AT5G43745	-1.27
AT5G43810	-1.28
AT5G43810	-1.49
AT5G44040	-3.07
AT5G44050	-2.19
AT5G44700	2.25
AT5G44700	1.45
AT5G45670	-1.93
AT5G45680	-1.03
AT5G45700	-2.54
AT5G45710	1.63
AT5G45840	1.55
AT5G45840	-1.33
AT5G45930	-1.15
AT5G46050	1.14
AT5G46110	-1.10
AT5G46180	1.17
AT5G46330	2.37
AT5G46700	-1.18
AT5G46760	-1.37
AT5G46880	-1.25
AT5G47070	2.61
AT5G47070	2.01
AT5G47230	1.66
AT5G47230	1.36
AT5G47240	-1.37
AT5G47250	2.11
AT5G47250	1.12
AT5G47260	1.98
AT5G47260	1.76
AT5G47500	-2.37
AT5G47530	1.61
AT5G47530	-1.04
AT5G47770	-1.56
AT5G47840	-1.50
AT5G47850	1.82
AT5G47900	1.59
AT5G47900	-1.05
AT5G47960	2.09
AT5G48150	1.22
AT5G48160	1.06
AT5G48170	-2.18
AT5G48230	-1.57
AT5G48240	1.53
AT5G48240	1.29
AT5G48240	1.03
AT5G48310	-2.16
AT5G48380	1.88
AT5G48460	-1.86
AT5G48480	-1.47
AT5G48500	-1.96
AT5G48600	-1.83
AT5G48760	1.49
AT5G48790	-1.44
AT5G48820	1.75
AT5G48820	1.10
AT5G48830	-1.24
AT5G48840	1.62
AT5G48850	1.72
AT5G48930	-1.78
AT5G48930	-2.23
AT5G49100	-1.24
AT5G49290	2.22
AT5G49360	1.14
AT5G49480	5.42
AT5G49630	1.33
AT5G49700	2.27
AT5G49740	-1.22
AT5G49760	2.35
AT5G50180	-1.17
AT5G50375	-1.38
AT5G50460	4.13
AT5G50670	-1.28
AT5G50800	-2.71
AT5G50890	1.06
AT5G50890	-2.30
AT5G50900	1.08
AT5G50915	1.16
AT5G51130	1.17
AT5G51260	-2.35
AT5G51400	1.32
AT5G51600	-2.04
AT5G51600	-2.73
AT5G51640	2.53
AT5G51750	-2.11
AT5G51890	-1.25
AT5G51950	-1.75
AT5G51950	-2.20
AT5G52160	-3.23
AT5G52390	3.32
AT5G52390	2.14
AT5G52400	2.11
AT5G52430	1.39
AT5G52470	1.69
AT5G52470	1.23
AT5G52580	-2.45
AT5G52640	2.42
AT5G52640	1.13
AT5G52810	2.02
AT5G52820	1.54
AT5G52860	-1.21
AT5G53110	1.03
AT5G53130	1.15
AT5G53210	-1.32
AT5G53370	-2.07
AT5G53390	1.31
AT5G53390	-1.13
AT5G53660	-1.87
AT5G53900	1.02
AT5G53940	-1.23
AT5G54010	1.42
AT5G54010	1.35
AT5G54160	5.39
AT5G54160	3.48
AT5G54160	3.27
AT5G54160	1.61
AT5G54160	1.05
AT5G54160	-2.52
AT5G54190	-2.19
AT5G54190	-2.79
AT5G54250	-1.07
AT5G54270	-1.99
AT5G54270	-2.16
AT5G54310	1.08
AT5G54390	-1.47
AT5G54510	-1.01
AT5G54510	-2.15
AT5G54620	1.39
AT5G54770	-1.36
AT5G54770	-1.50
AT5G54840	2.36
AT5G54910	1.22
AT5G55050	2.33
AT5G55140	1.16
AT5G55150	1.34
AT5G55200	2.26
AT5G55490	3.48
AT5G55710	-1.27
AT5G55730	-1.85
AT5G55830	-1.00
AT5G55830	-1.54
AT5G55950	-1.82
AT5G56040	-1.26
AT5G56120	-2.71
AT5G56260	-2.01
AT5G56590	-1.22
AT5G56710	1.41
AT5G56730	2.81
AT5G56750	-1.77
AT5G56890	-1.81
AT5G56960	1.36
AT5G56980	-1.30
AT5G57150	-2.76
AT5G57160	1.34
AT5G57280	1.38
AT5G57280	1.28
AT5G57380	-1.62
AT5G57480	-1.04
AT5G57770	-1.02
AT5G57890	1.23
AT5G57990	1.23
AT5G57990	1.21
AT5G58000	-1.24
AT5G58003	1.68
AT5G58140	-1.14
AT5G58140	-1.19
AT5G58300	-1.04
AT5G58350	1.38
AT5G58380	1.02
AT5G58420	1.16
AT5G58490	1.03
AT5G58490	-1.00
AT5G58520	-1.51
AT5G58700	-1.52
AT5G58740	-1.35
AT5G58770	-1.10
AT5G58900	-1.05
AT5G58960	-1.47
AT5G59190	-1.29
AT5G59310	-1.01
AT5G59310	-3.70
AT5G59310	-3.96
AT5G59320	-1.50
AT5G59320	-1.91
AT5G59420	2.02
AT5G59460	1.17
AT5G59790	1.55
AT5G59820	4.64
AT5G59820	3.50
AT5G59960	-1.21
AT5G59980	1.19
AT5G60020	-1.66
AT5G60030	1.30
AT5G60120	-1.10
AT5G60150	-1.49
AT5G60450	-1.48
AT5G60580	1.39
AT5G60710	-2.10
AT5G60710	-2.21
AT5G60790	1.14
AT5G60850	-1.41
AT5G60860	1.16
AT5G60860	-1.16
AT5G60870	1.06
AT5G60900	2.48
AT5G60900	1.68
AT5G60900	1.22
AT5G60930	-2.48
AT5G60990	1.00
AT5G61010	1.38
AT5G61210	1.20
AT5G61390	1.35
AT5G61430	2.33
AT5G61430	1.25
AT5G61510	2.99
AT5G61520	1.78
AT5G61770	1.37
AT5G61890	1.09
AT5G61980	-1.03
AT5G62170	-2.32
AT5G62180	5.15
AT5G62180	1.85
AT5G62180	-2.38
AT5G62200	-1.14
AT5G62220	-2.00
AT5G62390	-1.21
AT5G62410	-2.14
AT5G62480	4.51
AT5G62480	3.25
AT5G62550	-3.41
AT5G62580	-1.58
AT5G62680	2.19
AT5G62680	-1.16
AT5G62710	-1.80
AT5G62740	1.40
AT5G62740	-1.04
AT5G62990	1.65
AT5G63090	2.06
AT5G63140	1.77
AT5G63140	1.69
AT5G63140	-1.57
AT5G63140	-3.65
AT5G63310	-1.30
AT5G63810	-1.77
AT5G63950	-1.58
AT5G64040	-1.12
AT5G64050	-1.17
AT5G64080	-1.38
AT5G64200	1.51
AT5G64210	2.55
AT5G64230	1.23
AT5G64250	3.90
AT5G64260	3.26
AT5G64290	-1.20
AT5G64300	-1.07
AT5G64300	-1.09
AT5G64440	-1.07
AT5G64440	-1.48
AT5G64660	1.25
AT5G65020	-1.02
AT5G65020	-1.93
AT5G65110	1.76
AT5G65110	1.66
AT5G65140	-2.02
AT5G65260	-1.66
AT5G65280	-2.08
AT5G65340	-1.07
AT5G65380	1.58
AT5G65380	-1.33
AT5G65660	1.59
AT5G65685	-1.24
AT5G65710	-1.30
AT5G65970	-1.38
AT5G65980	2.72
AT5G66210	1.28
AT5G66330	-2.84
AT5G66420	-1.02
AT5G66460	-1.43
AT5G66460	-2.40
AT5G66560	-1.33
AT5G66570	-1.42
AT5G66570	-1.43
AT5G66600	-1.01
AT5G66690	2.44
AT5G66750	-1.41
AT5G66860	1.23
AT5G66920	-1.05
AT5G66920	-1.26
AT5G66980	1.06
AT5G67030	-1.06
AT5G67070	-2.59
AT5G67130	-1.08
AT5G67210	-1.26
AT5G67210	-1.29
AT5G67270	-1.45
AT5G67270	-2.70
AT5G67280	-2.23
AT5G67460	-3.31
AT2G05710	-3.31
AT3G55410	2.46
AT2G20420	-2.23
AT1G54340	1.58
AT1G32480	-1.33
AT1G01090	1.59
AT4G26910	-1.24
AT1G48030	-1.30
AT2G47510	-1.38
AT1G34430	2.72
AT3G55120	3.90
AT3G51240	2.26
AT5G42800	-1.20
AT4G22870	0.05
